regno,name,dept,hist_arrear,cgpa
101245,Lisa Hawkins,ECE,Yes,8.87
101246,Mark Mitchell MD,CSE,Yes,5.1
101247,Robert Hill,CSE,No,6.41
101248,Cynthia Smith,AD,No,9.31
101249,Jeff Shaw,AD,Yes,8.19
101250,Tina Stevenson,MECH,Yes,7.08
101251,Javier Oliver,CIVIL,No,5.21
101252,Brittany Cole,MECH,Yes,8.2
101253,Belinda Costa,EEE,No,5.67
101254,Tanya Murphy,EEE,Yes,8.52
101255,Jennifer Miller,CIVIL,Yes,6.31
101256,Christopher West,AD,No,8.56
101257,Amy Cooper,FT,Yes,5.64
101258,Thomas Guzman,ECE,No,7.1
101259,Victoria Escobar,FT,Yes,6.54
101260,Carlos Webster,CSE,Yes,5.35
101261,Michael Griffith,MECH,Yes,8.35
101262,Dana Douglas,ECE,No,7.44
101263,Joshua Edwards,EEE,Yes,9.85
101264,Adam Cox,CSE,No,5.62
101265,Jose Benjamin,EEE,Yes,8.29
101266,Eric Black,MECH,No,8.12
101267,Brian Ray,AD,Yes,7.14
101268,Holly Dorsey,EEE,Yes,6.29
101269,Michael Middleton,ECE,No,7.81
101270,Frank Dorsey,CIVIL,Yes,7.92
101271,Timothy Williams,CIVIL,No,9.46
101272,Jenny Bernard,EEE,Yes,6.95
101273,James Gaines,CSE,Yes,8.71
101274,Vincent Anthony,EEE,No,6.66
101275,Jasmine Aguirre,AD,No,7.64
101276,Justin Miller MD,FT,No,9.85
101277,Ronald Fernandez,FT,No,7.91
101278,Robert Morton,FT,No,9.56
101279,Jack Waters,FT,Yes,6.09
101280,Cheryl Santiago,AD,Yes,6.85
101281,Ryan Davis,FT,No,8.97
101282,Amy Moore,CIVIL,No,6.91
101283,Anna Mendez,ECE,Yes,5.23
101284,Joshua Gutierrez,CIVIL,Yes,7.83
101285,Patrick Smith,CIVIL,No,8.91
101286,Trevor Woodward,EEE,Yes,9.0
101287,Mathew Thompson,CSE,Yes,5.33
101288,Savannah White,CSE,No,6.11
101289,Michael Dean,CSE,No,7.14
101290,James Maxwell,MECH,Yes,9.38
101291,Cassandra Carney,FT,No,6.29
101292,Theodore Rivera,ECE,No,6.1
101293,Alexander Miller,ECE,Yes,8.37
101294,Jason Ruiz,EEE,Yes,7.09
101295,Nicole Farrell,EEE,No,7.27
101296,Robert Fry,CSE,No,5.66
101297,Rachel Clay,FT,No,7.71
101298,Misty Carson,AD,Yes,9.17
101299,Tara Martinez DDS,MECH,No,7.67
101300,John House,EEE,No,5.27
101301,Karen Donaldson,AD,Yes,8.54
101302,Thomas Blair,FT,No,7.67
101303,Thomas Smith,CSE,Yes,9.08
101304,Jasmine Montgomery,AD,Yes,5.29
101305,Susan Thomas,CSE,Yes,8.7
101306,Ms. Lisa Hudson MD,CSE,Yes,10.0
101307,Mitchell Simmons,EEE,Yes,8.88
101308,Mrs. Kristi Strong,CSE,Yes,5.37
101309,Stephanie Andrews,EEE,No,9.73
101310,Kimberly Taylor,FT,Yes,7.02
101311,Michael Adams,EEE,No,9.43
101312,Francisco Lara,FT,No,8.77
101313,Victor Owens,MECH,Yes,5.9
101314,Tammy Pratt,ECE,Yes,6.17
101315,Heather Hall,FT,Yes,8.84
101316,Eric Jones,CIVIL,Yes,7.6
101317,Charles Mcgee,AD,Yes,8.7
101318,Patty Stevenson,CSE,No,8.6
101319,Matthew Strong,MECH,No,8.04
101320,Richard Levine,AD,Yes,5.88
101321,Daniel Aguilar,ECE,No,7.92
101322,Brittany Molina,CSE,No,8.66
101323,Melissa Lee,EEE,Yes,5.58
101324,Michael Benson,ECE,No,7.81
101325,Joshua Fisher,FT,Yes,8.27
101326,Sean Knight,FT,No,6.22
101327,Pamela Miles,CSE,Yes,7.65
101328,John Moore,FT,No,5.51
101329,Gabriel Friedman,EEE,Yes,6.57
101330,Justin Fisher,AD,No,9.38
101331,Joseph Cannon,EEE,Yes,7.34
101332,Robert Hardin,AD,No,7.31
101333,Holly Mathews,CIVIL,Yes,7.07
101334,James Hernandez,CSE,Yes,8.03
101335,William Wheeler,AD,No,5.01
101336,Jacqueline Brown,MECH,No,7.24
101337,John Gray,EEE,Yes,7.34
101338,Brian Munoz,AD,No,9.49
101339,Ann Smith,ECE,No,8.06
101340,Andrea Brewer,CSE,No,6.83
101341,Nathaniel Green,CSE,Yes,8.34
101342,Kristina Nguyen,EEE,Yes,7.36
101343,Joseph Walters,MECH,Yes,7.72
101344,Yvonne Thompson,MECH,Yes,8.87
101345,Carrie Morgan,FT,No,6.67
101346,Alexa Smith,CIVIL,No,6.3
101347,Tracy Schmidt,AD,Yes,9.45
101348,Richard Mason,ECE,Yes,8.01
101349,Alexis Daugherty,CIVIL,No,7.02
101350,Tracy Landry,AD,Yes,8.61
101351,Samantha Fox,AD,No,6.55
101352,Joseph Golden,MECH,Yes,9.06
101353,Tina Morales,CIVIL,Yes,6.18
101354,Sarah Dougherty,EEE,No,5.56
101355,Mark Goodman,MECH,No,6.03
101356,Rebecca Martin,EEE,No,5.85
101357,Robert Barber,FT,Yes,8.69
101358,Scott Coleman,FT,Yes,9.44
101359,Cindy Tran,CIVIL,Yes,9.48
101360,Nicole Wilkins,AD,No,9.71
101361,Jeremy Stewart,EEE,No,6.77
101362,Kelly Flynn,CSE,Yes,8.97
101363,Scott Spencer,ECE,No,7.08
101364,Nicholas Lee,CIVIL,Yes,8.6
101365,Alexandra Matthews,MECH,Yes,5.19
101366,Ryan Garza,EEE,No,6.55
101367,Grace Guerrero,MECH,No,9.34
101368,Luis Jacobs,CIVIL,Yes,5.46
101369,Jacob Vaughan,AD,No,7.03
101370,Gary Campbell,CIVIL,No,5.33
101371,Beverly Moreno,CIVIL,Yes,9.11
101372,Heather Haley,CSE,Yes,5.08
101373,Jeffrey Cantrell,FT,Yes,9.52
101374,Allen Farley,EEE,Yes,9.4
101375,Andrea Flores,FT,Yes,7.56
101376,Joseph Everett,ECE,Yes,6.93
101377,Dr. Robert Jimenez,MECH,Yes,5.19
101378,Brian Yang,MECH,Yes,6.53
101379,Stephanie Hernandez,CIVIL,No,6.7
101380,Trevor Norris,FT,Yes,7.07
101381,David Melton,FT,No,7.91
101382,Nancy Kennedy,AD,No,5.95
101383,Dr. Jimmy Stephens MD,AD,Yes,9.26
101384,Randall Porter,FT,No,6.28
101385,Amy Cook,CSE,Yes,9.04
101386,Christie Brown,FT,Yes,8.29
101387,Rachel Boyle,ECE,Yes,7.18
101388,James Cantrell,ECE,Yes,6.62
101389,Dawn Ortiz,CIVIL,Yes,5.33
101390,Gwendolyn Grimes,FT,No,5.92
101391,Rachel Hughes,MECH,Yes,5.24
101392,Alexis Hood,AD,No,9.95
101393,Morgan Patel,CIVIL,Yes,5.67
101394,Michele Scott,MECH,Yes,8.23
101395,Jared Brewer,CSE,Yes,9.89
101396,Heather Martin,FT,Yes,5.14
101397,Sarah Smith,MECH,Yes,6.29
101398,Michelle Adkins,MECH,No,8.25
101399,Blake Nichols,FT,Yes,9.98
101400,Paul Woods,FT,No,8.89
101401,Rachel Edwards,EEE,No,5.21
101402,Derrick Collins,AD,Yes,8.61
101403,Holly Stewart,CSE,No,8.2
101404,Terry Ward,AD,Yes,9.7
101405,Jessica Golden,ECE,No,9.0
101406,Sara Hancock,CSE,Yes,9.02
101407,Brian Hernandez,ECE,No,8.84
101408,Jenny Daniel,CIVIL,Yes,6.33
101409,Trevor Lee,AD,Yes,9.57
101410,Kristina Pierce,ECE,Yes,6.5
101411,Mr. Joshua Morales,CIVIL,Yes,6.4
101412,Shane Zimmerman,CSE,No,8.18
101413,Dalton Bass,CSE,Yes,7.29
101414,Karen Lee,ECE,Yes,8.2
101415,Deborah Smith,CSE,Yes,6.89
101416,Makayla Moreno,AD,Yes,7.15
101417,Julian Valdez III,ECE,No,7.47
101418,Shannon Brennan,ECE,No,9.23
101419,Jake Harper,EEE,No,6.78
101420,Erika Jordan,CSE,Yes,6.38
101421,Craig Fernandez,EEE,Yes,9.32
101422,Karen Powell,FT,No,6.09
101423,Monica Smith,AD,Yes,9.77
101424,Katherine Henderson,ECE,No,7.69
101425,Mercedes Hodges,AD,No,9.4
101426,Mary Kerr,EEE,Yes,7.16
101427,Samantha Young,FT,No,6.7
101428,Abigail Mathews,AD,Yes,8.96
101429,James Harmon,FT,Yes,7.26
101430,Chloe Wilson,EEE,No,9.87
101431,Amanda Stone,AD,No,8.36
101432,Charles Davis,CSE,No,9.13
101433,Richard Vaughn,CSE,Yes,9.93
101434,Charles Estes,MECH,Yes,5.58
101435,Shane Ford Jr.,AD,No,5.43
101436,Monique Ross,ECE,No,5.75
101437,Ryan Davis,ECE,Yes,5.4
101438,Mark Phillips,MECH,No,7.47
101439,April Lara,AD,Yes,9.07
101440,Jacob Baxter,AD,No,6.91
101441,Lori Shelton,EEE,No,8.49
101442,Wayne Wolfe,AD,No,6.58
101443,Charles Benton,CSE,Yes,9.59
101444,Jason Perez,MECH,No,6.23
101445,Lisa Owens,CSE,No,6.83
101446,Andrew Hensley,CSE,Yes,9.61
101447,Andrew Nelson,EEE,No,6.3
101448,Kristen Reeves,AD,No,5.33
101449,Ashley Murray,EEE,No,5.52
101450,Leslie Hunt,CIVIL,Yes,7.15
101451,Natasha Burnett,FT,Yes,6.06
101452,Clifford Richard,FT,No,7.15
101453,Preston Petty,EEE,Yes,8.38
101454,Lisa Garrett,ECE,No,5.9
101455,Samuel Sharp,ECE,Yes,5.66
101456,Samantha Elliott,CIVIL,Yes,5.21
101457,Kenneth Hernandez,CIVIL,Yes,6.94
101458,Ronald Fuentes,EEE,Yes,5.55
101459,Valerie Pope,CSE,No,6.14
101460,Robert Gibson,EEE,No,6.91
101461,Renee Downs,AD,Yes,8.9
101462,Miguel White,FT,No,7.82
101463,Crystal Harrison,FT,No,7.29
101464,Ian Dillon,AD,Yes,7.38
101465,Richard Cameron,CSE,No,5.43
101466,William Savage,MECH,Yes,7.34
101467,Sarah Cox,FT,No,9.82
101468,Rachel Carson,CIVIL,No,6.87
101469,Brandy Osborne,FT,No,6.96
101470,Julia Scott,CSE,No,8.67
101471,Bill Harris,CSE,Yes,5.99
101472,Shannon Mcdaniel,MECH,No,5.4
101473,Tiffany Lopez,AD,No,5.68
101474,Kathleen Baker,CSE,Yes,7.46
101475,Jennifer Shelton,AD,Yes,5.95
101476,Dustin Davis,AD,Yes,9.62
101477,Aaron Duncan,CIVIL,No,5.83
101478,Trevor Robinson,EEE,No,8.45
101479,James Smith,CSE,Yes,8.27
101480,Sara Lewis,MECH,No,7.65
101481,Amanda Smith,CIVIL,Yes,6.08
101482,Jesse Reed,ECE,Yes,7.88
101483,Robert Webb,FT,Yes,9.95
101484,Morgan Martin,CIVIL,No,7.24
101485,Justin Walker,EEE,Yes,7.07
101486,Eric Davis,FT,Yes,5.76
101487,Michael Harris,AD,Yes,5.69
101488,Daniel Johnson,EEE,No,7.45
101489,Lynn Kim,CSE,No,6.51
101490,Peter Mayer,EEE,No,5.82
101491,Kathleen Kennedy,ECE,No,9.5
101492,Diane Hess,EEE,Yes,9.38
101493,Barbara Warren,ECE,No,8.52
101494,Cynthia Singh,AD,No,6.38
101495,Kelly Rodriguez,MECH,Yes,6.74
101496,Jennifer Campbell,EEE,Yes,9.61
101497,Daniel Jackson,EEE,Yes,8.25
101498,Spencer Holloway,MECH,Yes,6.82
101499,Jacqueline King,MECH,Yes,9.26
101500,Lindsey Watson,AD,Yes,6.37
101501,Matthew Allen,AD,No,7.79
101502,Elizabeth Alvarado,ECE,No,6.44
101503,Lynn Ritter,ECE,No,6.37
101504,Dylan Murphy,EEE,Yes,7.55
101505,Yolanda Clark,AD,No,5.73
101506,Chris Lopez,ECE,Yes,5.52
101507,Maria Byrd,ECE,Yes,7.52
101508,Jennifer Lang,ECE,Yes,7.28
101509,Tyler Brown,ECE,Yes,5.02
101510,Jared Cuevas,EEE,No,5.69
101511,Danielle Lowe,ECE,Yes,7.21
101512,Timothy Wall,FT,No,9.48
101513,Kimberly Snyder,EEE,No,8.24
101514,Collin Ball,AD,No,6.26
101515,Michael Miller,EEE,Yes,5.25
101516,Victoria Graham,CSE,No,6.87
101517,Samuel Brown,CIVIL,Yes,6.64
101518,Gabriella Robbins,CSE,Yes,6.55
101519,Bradley Johnston,ECE,Yes,9.47
101520,Ashley Martinez,EEE,No,6.96
101521,Toni Johnson,MECH,No,8.47
101522,Lori Carney,MECH,Yes,5.47
101523,Crystal Bentley,AD,Yes,9.56
101524,Edward Brooks,ECE,Yes,9.76
101525,Lisa Adams,FT,Yes,8.4
101526,Angela Williams,CIVIL,Yes,8.0
101527,Gary Blake,EEE,Yes,7.33
101528,Mr. Richard Burns,MECH,Yes,9.5
101529,Charles Johnson,AD,Yes,8.49
101530,Donald Potts,CSE,No,7.48
101531,Daniel Newton,EEE,Yes,6.75
101532,Mary Ferguson,MECH,Yes,8.48
101533,Teresa Reyes,EEE,Yes,6.69
101534,Jessica Padilla,EEE,No,9.76
101535,Wendy Strong,FT,Yes,7.26
101536,Ann Floyd,ECE,Yes,8.72
101537,Rebecca Moss,AD,Yes,7.4
101538,Daniel Harris,CSE,Yes,6.48
101539,Mr. Brett Rodriguez,ECE,Yes,9.7
101540,Emily Shea,CSE,Yes,9.56
101541,Danielle Goodwin,EEE,Yes,6.31
101542,Mark Simmons,CSE,Yes,5.55
101543,Teresa Wiley,MECH,No,6.08
101544,Megan Martinez,AD,No,8.53
101545,Micheal Carrillo,CSE,Yes,8.86
101546,Carol Brown,MECH,Yes,8.8
101547,Bonnie Pope,CIVIL,Yes,9.26
101548,Christopher Garcia,CSE,No,8.34
101549,Samantha Santos,CIVIL,No,7.0
101550,John Austin,ECE,No,6.44
101551,Elizabeth Jones,ECE,Yes,9.42
101552,Kelly Bush,AD,No,5.08
101553,Michael Morrison,FT,Yes,9.21
101554,Lauren Henderson,MECH,Yes,5.27
101555,Roberto Anderson,CIVIL,Yes,7.14
101556,Dr. Megan Brown,AD,No,6.01
101557,Kathryn Gardner,CIVIL,Yes,8.85
101558,Frederick Cantu,CSE,Yes,6.41
101559,Melissa Lamb,CIVIL,No,8.35
101560,Michelle Wiley,CSE,Yes,5.51
101561,Michael Moore,AD,No,7.38
101562,Elaine Jones,EEE,Yes,8.51
101563,Brooke Beck,CIVIL,No,8.98
101564,Erica Harris,ECE,Yes,8.14
101565,Kevin Harris,EEE,Yes,8.27
101566,Robert Wright,AD,No,7.77
101567,Luis Hardy,ECE,Yes,6.69
101568,Scott Watts,EEE,No,9.94
101569,Joseph Wise,EEE,Yes,5.32
101570,Christopher Pacheco,EEE,Yes,9.14
101571,Shawn Contreras Jr.,ECE,No,6.11
101572,Christy Morton,ECE,Yes,7.8
101573,Cheryl Brennan,CIVIL,No,6.75
101574,Derrick Simpson,CIVIL,Yes,7.14
101575,Kara Taylor,MECH,Yes,5.25
101576,Kelsey Massey,FT,No,6.73
101577,Matthew Hayes,EEE,No,9.17
101578,David Rice,AD,No,5.82
101579,Michael Delgado,CSE,Yes,6.71
101580,Steven Mills,ECE,Yes,9.36
101581,Kaylee Leblanc,EEE,Yes,8.65
101582,Megan Martinez,EEE,No,6.38
101583,Cindy Li,CSE,Yes,9.16
101584,Robert Maynard,CIVIL,No,5.38
101585,Troy Johnson DVM,EEE,No,7.12
101586,Paul Marks,MECH,Yes,6.28
101587,Anthony Lopez,MECH,Yes,8.79
101588,Tim Proctor,CIVIL,No,8.63
101589,Laurie Yates,AD,No,6.65
101590,David Stevens,CIVIL,No,5.06
101591,Carrie Pineda,ECE,Yes,8.38
101592,Erin Reeves,FT,Yes,9.56
101593,Joseph Steele,ECE,Yes,6.46
101594,Karen Griffin,MECH,Yes,6.64
101595,Michael Black,FT,Yes,8.98
101596,Christopher Walsh,ECE,Yes,9.04
101597,Phillip Craig,EEE,Yes,6.02
101598,Corey Riley,ECE,Yes,6.25
101599,Tami Miller,EEE,Yes,5.15
101600,Christopher Banks,EEE,No,7.18
101601,Daniel Sharp,ECE,Yes,9.18
101602,Jade Peck,ECE,No,7.74
101603,Jessica Campos,MECH,No,8.65
101604,Kevin White,CIVIL,No,6.0
101605,Kurt Martinez,ECE,No,9.27
101606,Ashley Coleman,MECH,Yes,6.57
101607,Matthew Olsen,ECE,Yes,6.98
101608,John Acosta,MECH,No,6.8
101609,Eric Rodriguez,CIVIL,Yes,8.42
101610,Richard Riley,AD,Yes,9.53
101611,Donald Taylor,AD,No,8.02
101612,Jordan Shields,FT,No,6.95
101613,Allison Watson MD,MECH,No,7.63
101614,David Frey,MECH,Yes,6.01
101615,Tina Martinez,CIVIL,No,6.59
101616,Mrs. Rachel Jones,FT,Yes,7.38
101617,Juan Griffith,CIVIL,Yes,6.26
101618,Michael Brown,AD,Yes,7.08
101619,Brandy Woodward,CIVIL,Yes,5.44
101620,Mary Ibarra,EEE,Yes,5.98
101621,Michael Lee,CSE,No,8.52
101622,Mark Moore,FT,Yes,7.61
101623,April Stephens,FT,Yes,6.01
101624,Jordan Stevens,AD,Yes,5.78
101625,Sandra Daugherty,CIVIL,Yes,8.73
101626,Maria Higgins,EEE,Yes,5.94
101627,Desiree White,MECH,No,5.27
101628,Johnny Neal,EEE,Yes,5.78
101629,Kelly Christian,ECE,Yes,8.42
101630,James Castro,ECE,Yes,9.68
101631,Robert Walsh,MECH,Yes,6.91
101632,Ernest Dunn,EEE,Yes,9.66
101633,Jennifer Gonzalez,AD,No,6.62
101634,Katie Mendez,CSE,Yes,8.07
101635,Carlos Bates,CSE,No,5.86
101636,Jared Mccormick,EEE,Yes,8.62
101637,Danny Lyons,CIVIL,Yes,9.74
101638,Sergio King,EEE,No,9.6
101639,Megan Lam,EEE,No,7.84
101640,Matthew Cordova,ECE,Yes,8.34
101641,Alexandra Yoder,MECH,No,5.19
101642,Douglas Hernandez,ECE,Yes,7.21
101643,Miss Jessica Harrington,CSE,Yes,5.39
101644,Mrs. Ashley Evans,MECH,Yes,9.54
101645,Melanie Harrington,EEE,Yes,7.62
101646,Danny Norris,ECE,No,8.5
101647,Nicholas Lee,AD,Yes,5.35
101648,Kevin Smith,CSE,No,9.15
101649,Donald Ford,CSE,Yes,6.98
101650,Michael Smith,AD,Yes,7.58
101651,Adam Good,EEE,No,5.99
101652,Linda Smith,AD,No,7.26
101653,Donald Gibson,CSE,No,7.0
101654,Jon Bryant,CSE,No,5.41
101655,Samantha Bass,ECE,No,8.0
101656,Maria Hansen,FT,Yes,8.91
101657,Savannah Robinson,CSE,Yes,7.58
101658,Victoria Harris,MECH,No,6.42
101659,Michelle Alexander,AD,Yes,5.37
101660,Rodney Olsen,CIVIL,Yes,8.7
101661,Christina Michael,FT,Yes,6.8
101662,Francisco Caldwell,ECE,Yes,9.4
101663,Samantha Fernandez,CSE,Yes,7.23
101664,Tiffany Quinn,CIVIL,No,7.01
101665,Timothy Hill Jr.,MECH,No,9.43
101666,Natalie Whitehead,ECE,No,9.87
101667,Charles Morgan,EEE,No,5.48
101668,Robert Johnson,EEE,Yes,9.99
101669,Selena Reyes,ECE,No,7.39
101670,Ariel Miller,CSE,No,9.09
101671,Elizabeth Reese,MECH,No,7.58
101672,Monique Brown,FT,No,5.11
101673,Jacob Frey,CSE,Yes,8.39
101674,John Braun,AD,No,8.26
101675,Erika Mejia,ECE,No,8.86
101676,Mark Miller,CSE,Yes,8.48
101677,Michael Snyder,EEE,No,9.78
101678,Barbara Skinner,MECH,No,6.55
101679,Jeffery Orr,FT,No,7.21
101680,Amanda Miller,CIVIL,Yes,5.19
101681,Richard White,EEE,No,9.0
101682,Joshua Johns,EEE,No,9.05
101683,James Mcdaniel,MECH,No,5.56
101684,Carolyn Sexton,CSE,Yes,5.76
101685,Wesley Avila,CIVIL,Yes,5.07
101686,Nicole Miller,MECH,No,6.91
101687,Adam Gross,MECH,No,7.71
101688,Robert Hunter,FT,No,9.52
101689,Felicia Roman,AD,No,5.12
101690,Jessica Cross,MECH,No,5.63
101691,Alexis Estrada,EEE,Yes,5.86
101692,Allison Hernandez,CIVIL,No,7.52
101693,Amy Olson,MECH,Yes,9.51
101694,Mark Wall,CSE,Yes,6.22
101695,Todd Clay,FT,No,9.53
101696,Michael Cox,MECH,Yes,8.19
101697,Jennifer Fox,CSE,Yes,6.52
101698,Jennifer Rodriguez,ECE,Yes,7.3
101699,Jennifer Smith DDS,EEE,No,5.75
101700,Raymond Andrews,MECH,No,9.08
101701,Carolyn Calhoun,CSE,No,6.62
101702,Crystal Figueroa,FT,Yes,9.23
101703,Hayden Watson,CIVIL,Yes,5.32
101704,Ashley Riley,FT,Yes,7.65
101705,Natasha Bowen,FT,Yes,6.46
101706,Philip Taylor,EEE,No,7.42
101707,Barbara Green,FT,Yes,9.1
101708,Dana Cannon,CSE,No,8.04
101709,Marc Taylor,CSE,Yes,7.4
101710,Cody Adams,CIVIL,No,5.18
101711,Shawn Spencer,EEE,No,6.29
101712,Nicole Martinez,MECH,Yes,5.87
101713,Kristin Parks,CIVIL,Yes,9.42
101714,Robert Taylor,CIVIL,No,5.47
101715,Stephanie Riggs,MECH,No,6.4
101716,Shawn Woodard,MECH,No,9.57
101717,Timothy Cortez,MECH,Yes,6.44
101718,Adam Baker,EEE,No,5.53
101719,Mrs. Elizabeth Sampson,AD,No,7.96
101720,Emily Freeman,AD,Yes,9.62
101721,Michael Perez,ECE,Yes,5.19
101722,Beth Villanueva,EEE,Yes,7.28
101723,Jesse Moss,FT,Yes,6.84
101724,Allison Romero,EEE,No,7.25
101725,Jeffrey Cannon,ECE,Yes,10.0
101726,Jody Walker,FT,Yes,9.54
101727,John Higgins,EEE,Yes,6.79
101728,Brittany Fuentes,AD,No,9.47
101729,Christopher Alexander,MECH,No,9.95
101730,Jasmine Mendoza,FT,Yes,5.6
101731,James Clark,CSE,Yes,8.82
101732,Shannon Diaz,AD,No,9.34
101733,Joyce Rice,ECE,No,9.07
101734,Eric Perez,FT,No,6.54
101735,Samuel Johnson,ECE,Yes,8.0
101736,John Coleman,AD,No,8.91
101737,Lori Thomas,CSE,No,9.96
101738,Lisa Coleman,MECH,No,8.25
101739,Melissa Ramirez,CSE,Yes,9.12
101740,Lauren Padilla,EEE,Yes,8.7
101741,John Christensen,FT,No,8.57
101742,Lisa Mccann,AD,Yes,6.76
101743,Victoria Smith,AD,Yes,5.8
101744,Julie Valencia,FT,No,9.02
101745,Mathew Butler,CSE,Yes,9.77
101746,Judith Smith,ECE,Yes,6.42
101747,Karen Macias,CSE,Yes,8.03
101748,Tracy Nunez,ECE,No,5.73
101749,Mrs. Dana Anderson,MECH,No,6.52
101750,Michael Hudson,EEE,Yes,7.77
101751,Lacey Matthews,ECE,Yes,9.79
101752,Tiffany Ward,CSE,No,5.91
101753,Lisa Williams,CIVIL,No,8.88
101754,Alex Davis,CSE,Yes,6.16
101755,Reginald Bradley,MECH,No,5.27
101756,Megan Griffin,CIVIL,No,7.11
101757,Julie Gaines,MECH,Yes,9.02
101758,Robert Lane,ECE,No,5.68
101759,Randall Mitchell,MECH,No,5.36
101760,James Valencia,FT,Yes,9.84
101761,Michael Martinez,AD,No,7.65
101762,Victoria Matthews,MECH,No,9.35
101763,Erik Carroll,EEE,Yes,6.24
101764,Richard Frazier,FT,No,8.08
101765,Shane Solomon,FT,No,9.46
101766,Tyler King,CSE,Yes,8.21
101767,Jonathan Williams,CIVIL,Yes,9.68
101768,David Malone,CIVIL,Yes,5.56
101769,Danielle Mitchell,FT,No,6.58
101770,Michael Matthews,EEE,Yes,5.68
101771,Michelle Williams,AD,Yes,8.96
101772,Wesley Scott,CSE,No,5.38
101773,Tiffany Foster,FT,No,9.1
101774,Sue Roth,FT,Yes,7.27
101775,Susan Pacheco,CSE,No,8.88
101776,Dana Palmer,AD,Yes,7.62
101777,Sarah Hoffman,EEE,No,9.18
101778,Sarah Chang,EEE,Yes,5.06
101779,Calvin Moore,MECH,Yes,8.09
101780,Anthony Mendoza,ECE,No,7.32
101781,Chris Munoz,CSE,No,7.93
101782,Jonathan Downs,AD,No,9.89
101783,Benjamin Davis,FT,Yes,9.55
101784,Jamie Wright,MECH,No,5.91
101785,Alexandria King,CSE,Yes,6.93
101786,Jeanette Ross,AD,No,5.41
101787,Victoria Johnson,CIVIL,No,6.79
101788,Melissa Griffin,FT,No,5.5
101789,Daisy Perry,ECE,Yes,9.99
101790,Justin Carr,MECH,No,9.43
101791,Jack Smith,FT,Yes,5.43
101792,Gabrielle Knox,AD,Yes,7.75
101793,Teresa Page,MECH,No,8.46
101794,Jacqueline Anderson,MECH,Yes,7.29
101795,Tami Zhang,ECE,Yes,7.23
101796,Wendy Thompson,CIVIL,Yes,8.42
101797,Todd Villa,MECH,Yes,9.61
101798,Trevor Stewart,CSE,Yes,6.66
101799,Christine Rojas,FT,Yes,8.41
101800,Joann Smith,FT,Yes,7.18
101801,Carol Brown,FT,No,7.58
101802,Jessica Chung,AD,No,5.02
101803,Christopher Nelson,MECH,No,7.83
101804,Gina Gray,EEE,Yes,5.69
101805,Tracy Brock,CIVIL,No,6.58
101806,Heather Harper,FT,No,6.73
101807,Patrick Wilson,CIVIL,No,5.67
101808,William Jones,CSE,No,7.52
101809,Joan Charles,FT,Yes,8.31
101810,David Riley,EEE,No,8.33
101811,Joshua Taylor,AD,No,8.71
101812,Jamie Salazar,CSE,No,7.16
101813,Ryan Nguyen,CSE,Yes,6.53
101814,Debbie Jones,FT,No,6.71
101815,Melissa Walsh,EEE,No,5.34
101816,Jordan Rodriguez,EEE,No,6.42
101817,Amber Smith,EEE,No,9.86
101818,James Wallace,EEE,No,6.22
101819,Kristine Ballard,FT,No,8.82
101820,Deborah Mcintyre,AD,No,5.72
101821,Kristine Gonzalez,FT,No,9.35
101822,Richard Briggs,MECH,No,5.91
101823,Brian Stuart,ECE,No,9.56
101824,Gary Stanton,CSE,Yes,9.36
101825,Chad Foster,CSE,No,9.33
101826,Lori Murphy,AD,Yes,5.14
101827,Mike Smith,CIVIL,Yes,9.04
101828,Brooke Miller,AD,No,5.77
101829,Laura Yang,CIVIL,No,5.61
101830,Joyce Hunt,CIVIL,Yes,7.14
101831,John Chandler,AD,Yes,9.1
101832,Michael Diaz,FT,Yes,5.25
101833,Jesse Hernandez,EEE,Yes,5.86
101834,David Scott,ECE,Yes,8.07
101835,Mario Garcia,MECH,Yes,6.53
101836,Sierra Stevens,CIVIL,No,6.44
101837,Gregory Wiley,CIVIL,Yes,9.35
101838,James Shelton,FT,Yes,9.1
101839,Charles Baker,CIVIL,No,9.66
101840,Joseph Smith,CIVIL,No,5.29
101841,William Craig,FT,Yes,6.28
101842,Alan Lawrence,ECE,Yes,6.49
101843,Zachary Scott,ECE,No,9.07
101844,Peter Richardson,CSE,No,9.8
101845,Mary White,AD,No,8.02
101846,Nancy Jones,CSE,Yes,7.63
101847,Jennifer Wood,CSE,Yes,7.54
101848,Samantha Farley,MECH,No,9.88
101849,Mr. Juan Burton,CIVIL,Yes,7.69
101850,Jerry Henry,CSE,No,8.33
101851,Gerald Allison,MECH,No,9.09
101852,Tyler Gordon,MECH,Yes,7.13
101853,Grant Green,FT,No,6.06
101854,John Ingram,MECH,Yes,6.85
101855,Andrew Peterson,CIVIL,No,5.29
101856,Michelle Yang,EEE,Yes,9.57
101857,John Hogan DDS,ECE,No,7.3
101858,Kevin Anderson,CSE,Yes,9.07
101859,Tammy Sanders,CSE,No,9.21
101860,Corey Clark,EEE,Yes,5.67
101861,Mary Cox,CIVIL,No,7.31
101862,Alexandra Brown,CIVIL,Yes,6.68
101863,Kyle Hunt,ECE,No,9.88
101864,Chelsea Miller,AD,No,7.34
101865,Jessica Newton,AD,No,7.96
101866,John Henderson,EEE,No,9.98
101867,Jessica Buchanan,CIVIL,Yes,6.75
101868,James Campbell,ECE,No,5.11
101869,Sheri Turner,ECE,Yes,5.7
