regno,name,dept,hist_arrear,cgpa,dept_encoded,hist_arrear_encoded,placement_eligible,risk_group
102430,Latoya Reyes,ECE,Yes,5.75,3,1,False,High
102431,Rebecca Carey,FT,Yes,9.29,5,1,False,Low
102432,Sharon Hodges,MECH,No,9.31,6,0,True,Low
102433,Michael Smith,FT,No,8.53,5,0,True,Low
102434,Colton Bender,FT,Yes,7.56,5,1,False,Low
102435,Terry Short,CIVIL,Yes,7.77,1,1,False,Low
102436,Julie Miller,CIVIL,Yes,6.89,1,1,False,Low
102437,Stephanie Sullivan,EEE,No,8.7,4,0,True,Low
102438,Donald Crawford,ECE,No,7.9,3,0,True,Low
102439,Michael Russell,MECH,Yes,6.73,6,1,False,Low
102440,Michelle Schroeder,AD,Yes,7.54,0,1,False,Low
102441,Angela Williamson,ECE,Yes,8.9,3,1,False,Low
102442,Jose Webb,FT,Yes,9.99,5,1,False,Low
102443,Justin Silva,CIVIL,Yes,8.46,1,1,False,Low
102444,Benjamin Allen,EEE,No,7.53,4,0,True,Low
102445,Christopher Nixon,AD,Yes,5.47,0,1,False,High
102446,Rachel Hart,CSE,No,9.16,2,0,True,Low
102447,Joanne Mendoza,CSE,Yes,5.27,2,1,False,High
102448,Robert Turner,FT,No,8.06,5,0,True,Low
102449,Hannah Gill,ECE,No,6.02,3,0,False,Low
102450,Marie Brown,CIVIL,Yes,6.39,1,1,False,Low
102451,Cody Mcmillan,AD,No,8.3,0,0,True,Low
102452,Carrie Martin,ECE,No,7.85,3,0,True,Low
102453,Samantha Lee,EEE,Yes,6.23,4,1,False,Low
102454,Robert Nunez,CSE,No,6.16,2,0,False,Low
102455,Lance Reynolds,ECE,No,8.31,3,0,True,Low
102456,Lynn Gray,AD,No,5.97,0,0,False,High
102457,Kevin Yates,CSE,Yes,8.62,2,1,False,Low
102458,Brian Johnson,ECE,No,7.14,3,0,False,Low
102459,Daniel Rose,FT,No,9.46,5,0,True,Low
102460,Thomas Santiago,AD,Yes,7.48,0,1,False,Low
102461,Noah Smith,EEE,Yes,9.13,4,1,False,Low
102462,Zachary Flynn,FT,No,8.81,5,0,True,Low
102463,John Schultz,EEE,Yes,7.61,4,1,False,Low
102464,Tina Wright,MECH,No,9.59,6,0,True,Low
102465,Kurt Woods,CSE,Yes,5.72,2,1,False,High
102466,Stephanie Smith,CIVIL,No,9.81,1,0,True,Low
102467,Todd Gomez,MECH,No,6.82,6,0,False,Low
102468,Cameron Mccormick,CIVIL,No,8.86,1,0,True,Low
102469,Alec Washington,AD,No,5.78,0,0,False,High
102470,Andrea Lloyd,ECE,No,8.8,3,0,True,Low
102471,Matthew Lee,AD,No,7.16,0,0,False,Low
102472,Richard Shelton,ECE,Yes,7.94,3,1,False,Low
102473,Tommy Adams,CIVIL,No,7.44,1,0,False,Low
102474,Christopher Gonzalez,ECE,No,8.61,3,0,True,Low
102475,Ashley Gonzalez,CIVIL,No,5.12,1,0,False,High
102476,Joshua Villarreal,CIVIL,No,8.26,1,0,True,Low
102477,Jessica Taylor,AD,No,9.44,0,0,True,Low
102478,Kimberly Smith,MECH,No,7.31,6,0,False,Low
102479,Lisa Parker,ECE,Yes,6.33,3,1,False,Low
102480,Amanda Martin,AD,Yes,8.46,0,1,False,Low
102481,Victoria Conner,CIVIL,No,9.18,1,0,True,Low
102482,Bruce Obrien,CSE,No,7.42,2,0,False,Low
102483,Melissa Cruz,CIVIL,Yes,6.57,1,1,False,Low
102484,Catherine Meyer,MECH,Yes,7.92,6,1,False,Low
102485,Kyle Wilkins,CSE,No,8.57,2,0,True,Low
102486,Mark Herrera,AD,No,6.41,0,0,False,Low
102487,Chase Leach,EEE,No,9.6,4,0,True,Low
102488,Hailey Young,CSE,Yes,6.81,2,1,False,Low
102489,Jason Schmidt,ECE,Yes,9.75,3,1,False,Low
102490,James Shaffer,MECH,No,8.79,6,0,True,Low
102491,Devin Young,MECH,No,6.26,6,0,False,Low
102492,Antonio Dunn,EEE,Yes,9.13,4,1,False,Low
102493,Joshua Guerrero,FT,No,9.7,5,0,True,Low
102494,Anthony Hoover,MECH,Yes,7.03,6,1,False,Low
102495,Michael King,MECH,No,5.07,6,0,False,High
102496,Andrew Winters,CIVIL,Yes,7.92,1,1,False,Low
102497,Megan Duran,FT,Yes,6.98,5,1,False,Low
102498,Zachary Ward,EEE,Yes,8.21,4,1,False,Low
102499,Valerie Duarte,ECE,Yes,8.93,3,1,False,Low
102500,Donna Johnson,FT,Yes,5.42,5,1,False,High
102501,Jennifer Frank,CSE,Yes,9.43,2,1,False,Low
102502,Charles Tran,AD,No,6.24,0,0,False,Low
102503,Cindy Moody PhD,CIVIL,No,7.71,1,0,True,Low
102504,Joshua Miller,CIVIL,Yes,9.57,1,1,False,Low
102505,Julie Burgess,CIVIL,Yes,7.99,1,1,False,Low
102506,Shannon Charles,CIVIL,No,8.61,1,0,True,Low
102507,Sandra Perez,ECE,No,8.75,3,0,True,Low
102508,Dana Rose,ECE,No,7.54,3,0,True,Low
102509,Ashley Donaldson,MECH,Yes,9.65,6,1,False,Low
102510,Jeffrey Villegas,FT,No,9.97,5,0,True,Low
102511,Zachary Williams,CIVIL,Yes,6.93,1,1,False,Low
102512,Charles Carter,FT,Yes,8.2,5,1,False,Low
102513,Daniel Lucas,MECH,Yes,7.89,6,1,False,Low
102514,Juan Novak,ECE,Yes,7.56,3,1,False,Low
102515,James Moreno,EEE,No,5.63,4,0,False,High
102516,Shane Fletcher,EEE,No,9.03,4,0,True,Low
102517,Mary Morrow,ECE,Yes,8.72,3,1,False,Low
102518,Deborah Braun,EEE,Yes,5.86,4,1,False,High
102519,Christopher Dennis,CSE,No,7.44,2,0,False,Low
102520,Jason Cline,EEE,No,6.77,4,0,False,Low
102521,Andrew Carrillo,CSE,No,5.53,2,0,False,High
102522,Donna Patel,CIVIL,No,8.8,1,0,True,Low
102523,Brent Davis,FT,No,7.14,5,0,False,Low
102524,Kenneth Kelly,FT,No,6.6,5,0,False,Low
102525,Brian Greene,CIVIL,No,6.42,1,0,False,Low
102526,Carl Munoz,EEE,No,5.29,4,0,False,High
102527,Patricia Hebert,AD,No,7.79,0,0,True,Low
102528,Lisa Richardson,AD,No,9.3,0,0,True,Low
102529,Brian Durham Jr.,CSE,No,6.22,2,0,False,Low
102530,Michael Chang,ECE,Yes,6.02,3,1,False,Low
102531,Melissa Murphy,CSE,No,8.81,2,0,True,Low
102532,Jacob Bell,CSE,No,9.4,2,0,True,Low
102533,Brian Crosby,MECH,No,5.59,6,0,False,High
102534,Aaron Waters,EEE,Yes,7.3,4,1,False,Low
102535,Richard Phillips,MECH,No,9.8,6,0,True,Low
102536,Thomas Huynh,CIVIL,No,8.83,1,0,True,Low
102537,Matthew Rivera,FT,No,5.5,5,0,False,High
102538,Mark Hart,CIVIL,No,9.33,1,0,True,Low
102539,Katrina Smith,EEE,No,7.01,4,0,False,Low
102540,Jeffery Russell,AD,No,8.37,0,0,True,Low
102541,Micheal Lee,MECH,Yes,9.31,6,1,False,Low
102542,Lisa Mathews,CIVIL,Yes,6.4,1,1,False,Low
102543,Emily Clark,CSE,Yes,9.64,2,1,False,Low
102544,Kristin Daniel,MECH,Yes,5.78,6,1,False,High
102545,Joseph Hogan,ECE,No,5.25,3,0,False,High
102546,Lisa Parker,CIVIL,No,8.68,1,0,True,Low
102547,David Blair,AD,No,5.56,0,0,False,High
102548,Katie Chapman,EEE,No,6.07,4,0,False,Low
102549,Tammy Adams,FT,Yes,9.82,5,1,False,Low
102550,Maria Ruiz,ECE,No,5.41,3,0,False,High
102551,Richard Johnson,MECH,No,8.11,6,0,True,Low
102552,Katie Hall,CSE,Yes,8.8,2,1,False,Low
102553,Brandon Hammond,CSE,Yes,7.26,2,1,False,Low
102554,Christopher Taylor,AD,Yes,5.34,0,1,False,High
102555,Geoffrey Diaz,MECH,No,6.03,6,0,False,Low
102556,Leslie Ferguson,CSE,No,5.07,2,0,False,High
102557,Dennis Jones,AD,Yes,8.44,0,1,False,Low
102558,Charles Perez,FT,No,6.82,5,0,False,Low
102559,Laura Torres,AD,No,7.89,0,0,True,Low
102560,Jacqueline Clay,AD,No,6.29,0,0,False,Low
102561,Cory Hill,ECE,Yes,6.48,3,1,False,Low
102562,Nicole Ray,ECE,No,6.4,3,0,False,Low
102563,Timothy Herring,CIVIL,Yes,6.64,1,1,False,Low
102564,Ryan Baker,FT,Yes,6.12,5,1,False,Low
102565,Robert Riley,FT,No,6.77,5,0,False,Low
102566,Christopher Collins,FT,No,9.99,5,0,True,Low
102567,Antonio Bennett,EEE,Yes,8.96,4,1,False,Low
102568,Jeffery Lee,MECH,Yes,6.74,6,1,False,Low
102569,Wendy Torres,MECH,No,8.82,6,0,True,Low
102570,Matthew Anderson,FT,No,8.82,5,0,True,Low
102571,Michael Davenport,CSE,Yes,7.24,2,1,False,Low
102572,Zachary Davis,AD,No,7.86,0,0,True,Low
102573,Tyler Summers,ECE,Yes,6.43,3,1,False,Low
102574,Connie Ortiz DDS,CIVIL,Yes,6.04,1,1,False,Low
102575,Jasmine Parsons,AD,No,6.44,0,0,False,Low
102576,Aaron Thomas DDS,FT,No,8.78,5,0,True,Low
102577,Cynthia Smith,EEE,No,7.36,4,0,False,Low
102578,Kevin Roach,EEE,Yes,8.68,4,1,False,Low
102579,Lisa Boyle,FT,Yes,8.68,5,1,False,Low
102580,Jeffrey Meyer,EEE,No,5.62,4,0,False,High
102581,Kaitlin Brooks,ECE,Yes,9.12,3,1,False,Low
102582,Christina Johnson,ECE,No,6.67,3,0,False,Low
102583,Annette Friedman,CSE,Yes,6.0,2,1,False,Low
102584,Michael Heath,EEE,Yes,8.45,4,1,False,Low
102585,Dana Vasquez,CSE,No,6.91,2,0,False,Low
102586,James Baker,EEE,No,9.46,4,0,True,Low
102587,Austin Long,MECH,Yes,7.66,6,1,False,Low
102588,Laura Liu,CIVIL,Yes,7.14,1,1,False,Low
102589,Jessica Phillips,MECH,No,9.72,6,0,True,Low
102590,Christopher Johnson,CSE,Yes,5.68,2,1,False,High
102591,Justin Snow,MECH,Yes,7.8,6,1,False,Low
102592,Laura Smith,EEE,Yes,6.62,4,1,False,Low
102593,Cassandra Atkinson,ECE,No,5.11,3,0,False,High
102594,Christina Perez,ECE,Yes,6.28,3,1,False,Low
102595,Kevin Fisher,FT,Yes,9.98,5,1,False,Low
102596,Holly Wilson,CIVIL,No,9.11,1,0,True,Low
102597,Karen Mendez,CSE,Yes,5.42,2,1,False,High
102598,Mike Krueger,ECE,No,6.58,3,0,False,Low
102599,Rachel Huerta,CIVIL,No,5.64,1,0,False,High
102600,Andrew Bean,CIVIL,No,5.41,1,0,False,High
102601,Randall Arnold,AD,No,6.46,0,0,False,Low
102602,Kristi Drake,CSE,Yes,8.86,2,1,False,Low
102603,Sarah Johnson,EEE,No,6.63,4,0,False,Low
102604,Robert Herrera,ECE,No,8.14,3,0,True,Low
102605,Christina Wallace,CIVIL,No,7.55,1,0,True,Low
102606,Robert Allen,CIVIL,No,7.08,1,0,False,Low
102607,Jerry Morris,MECH,Yes,7.71,6,1,False,Low
102608,Tracy Thomas,ECE,Yes,9.98,3,1,False,Low
102609,Whitney Patel,ECE,Yes,5.03,3,1,False,High
102610,James Howard,AD,No,5.96,0,0,False,High
102611,Michael Robinson,MECH,Yes,9.55,6,1,False,Low
102612,Jason Love,ECE,No,8.87,3,0,True,Low
102613,Christine Barton,MECH,Yes,6.93,6,1,False,Low
102614,Matthew Gray,ECE,Yes,6.42,3,1,False,Low
102615,Katelyn Jones,MECH,Yes,6.43,6,1,False,Low
102616,Michael Watson,MECH,Yes,9.35,6,1,False,Low
102617,Suzanne Hood,MECH,No,5.03,6,0,False,High
102618,Caleb Bell,EEE,Yes,5.47,4,1,False,High
102619,Joshua Russell,EEE,No,6.18,4,0,False,Low
102620,Gina Martinez,AD,No,9.63,0,0,True,Low
102621,Traci Krueger,CSE,Yes,9.67,2,1,False,Low
102622,Lauren Olson,CSE,No,6.59,2,0,False,Low
102623,Kristina Mack,MECH,No,7.48,6,0,False,Low
102624,Katherine Perez,FT,No,7.44,5,0,False,Low
102625,Gregory Castaneda,MECH,No,9.88,6,0,True,Low
102626,Karen Howell,AD,Yes,5.39,0,1,False,High
102627,Barbara Short,EEE,Yes,9.18,4,1,False,Low
102628,Sean Smith,CSE,Yes,5.83,2,1,False,High
102629,Amy Richardson,EEE,No,5.29,4,0,False,High
102630,Colleen Davis,MECH,No,9.14,6,0,True,Low
102631,Courtney Bryant,MECH,Yes,5.55,6,1,False,High
102632,Matthew Stewart,ECE,Yes,5.45,3,1,False,High
102633,Stephen Jarvis,ECE,Yes,7.71,3,1,False,Low
102634,Jose Gutierrez,EEE,Yes,5.23,4,1,False,High
102635,John Garcia,FT,Yes,6.4,5,1,False,Low
102636,Luis Hughes,EEE,Yes,6.63,4,1,False,Low
102637,Sarah Baker,ECE,Yes,5.91,3,1,False,High
102638,Richard Campos,ECE,Yes,7.09,3,1,False,Low
102639,Karen Anderson,CIVIL,No,5.73,1,0,False,High
102640,Eric Campbell,EEE,No,6.13,4,0,False,Low
102641,Francisco Morris,FT,No,8.39,5,0,True,Low
102642,Nicholas Williams,CSE,Yes,8.46,2,1,False,Low
102643,Danny Morton,MECH,No,5.8,6,0,False,High
102644,Samantha Butler,EEE,Yes,6.51,4,1,False,Low
102645,Jose Walker,FT,No,9.44,5,0,True,Low
102646,John Henderson,ECE,Yes,8.9,3,1,False,Low
102647,Kelsey Ramirez,MECH,Yes,6.26,6,1,False,Low
102648,Jesus Petersen,MECH,No,7.81,6,0,True,Low
102649,Christina Martinez,ECE,No,7.39,3,0,False,Low
102650,Kyle Russo,MECH,Yes,5.94,6,1,False,High
102651,Ashley Hurst MD,CIVIL,No,6.63,1,0,False,Low
102652,Ronald Kirby,FT,No,9.1,5,0,True,Low
102653,Robert Snyder,AD,No,8.83,0,0,True,Low
102654,Christine Brooks,ECE,No,9.5,3,0,True,Low
102655,Michael Graham,CSE,Yes,8.76,2,1,False,Low
102656,Alicia Contreras,MECH,No,6.12,6,0,False,Low
102657,Melanie Davis,AD,No,8.23,0,0,True,Low
102658,Kyle Johnson,FT,Yes,8.83,5,1,False,Low
102659,Tyler Schmitt,MECH,Yes,5.26,6,1,False,High
102660,Thomas Armstrong,AD,Yes,6.86,0,1,False,Low
102661,Scott Rose,AD,No,7.75,0,0,True,Low
102662,Shawna Cole,FT,No,9.64,5,0,True,Low
102663,Stacy Jennings,CSE,Yes,5.62,2,1,False,High
102664,Dylan Wang,ECE,Yes,8.17,3,1,False,Low
102665,Shannon Lee,FT,Yes,8.2,5,1,False,Low
102666,Darren Petty,ECE,No,5.11,3,0,False,High
102667,Dawn Peterson,CIVIL,No,6.28,1,0,False,Low
102668,Joanne Jones,AD,No,5.85,0,0,False,High
102669,Joshua Green,MECH,No,6.13,6,0,False,Low
102670,William Daniels,FT,Yes,5.43,5,1,False,High
102671,Lisa Burgess,ECE,Yes,6.15,3,1,False,Low
102672,Mrs. Sherry Brown,MECH,No,9.63,6,0,True,Low
102673,Megan Cook,MECH,Yes,8.84,6,1,False,Low
102674,Ryan Manning,MECH,No,9.99,6,0,True,Low
102675,Jason Berger,CSE,Yes,7.84,2,1,False,Low
102676,Charles Reyes,FT,Yes,5.41,5,1,False,High
102677,Paula Ferguson,AD,No,5.94,0,0,False,High
102678,Carla Sutton,MECH,No,6.7,6,0,False,Low
102679,David Wilson,CIVIL,Yes,5.26,1,1,False,High
102680,Ms. Jacqueline Barnett,CSE,Yes,8.57,2,1,False,Low
102681,David Mckinney,CSE,Yes,7.42,2,1,False,Low
102682,Susan Mendez,FT,Yes,5.69,5,1,False,High
102683,Ryan Porter,EEE,Yes,8.61,4,1,False,Low
102684,Jasmine Schultz,CSE,Yes,5.09,2,1,False,High
102685,Kenneth Rodriguez,MECH,Yes,9.06,6,1,False,Low
102686,Gerald Mccarty,AD,No,7.75,0,0,True,Low
102687,Chelsea Collins,EEE,Yes,8.41,4,1,False,Low
102688,Kelsey Collins,MECH,Yes,5.87,6,1,False,High
102689,Eddie Barnett,MECH,Yes,5.92,6,1,False,High
102690,Antonio White,FT,Yes,7.3,5,1,False,Low
102691,David Sullivan,CIVIL,Yes,6.48,1,1,False,Low
102692,Nicholas Jones,ECE,No,5.38,3,0,False,High
102693,Kevin Martinez,ECE,No,9.0,3,0,True,Low
102694,William Perez,CSE,Yes,6.95,2,1,False,Low
102695,Erik Harris,CIVIL,No,8.63,1,0,True,Low
102696,Yvonne Levy,AD,Yes,5.55,0,1,False,High
102697,Mary Jones,CSE,Yes,6.47,2,1,False,Low
102698,Ronald Jenkins,CSE,No,8.95,2,0,True,Low
102699,Tina Martinez,FT,Yes,9.19,5,1,False,Low
102700,Gary Moran,ECE,Yes,5.96,3,1,False,High
102701,Joseph Velasquez,EEE,Yes,7.46,4,1,False,Low
102702,Sherry Ford,FT,Yes,5.9,5,1,False,High
102703,Ashley Walsh,MECH,Yes,6.85,6,1,False,Low
102704,Melissa Hunter,EEE,No,5.18,4,0,False,High
102705,Brenda Jones,EEE,Yes,6.58,4,1,False,Low
102706,Michael Miller,CSE,No,5.22,2,0,False,High
102707,John Hill,EEE,Yes,7.45,4,1,False,Low
102708,Randy Harrington,EEE,Yes,5.84,4,1,False,High
102709,Amy Jackson,MECH,No,8.07,6,0,True,Low
102710,Jessica Kaufman,MECH,Yes,5.74,6,1,False,High
102711,Stephen Lee,AD,No,8.42,0,0,True,Low
102712,Benjamin Floyd,CSE,No,7.46,2,0,False,Low
102713,Denise Ward,EEE,Yes,8.92,4,1,False,Low
102714,George Abbott,CIVIL,Yes,5.98,1,1,False,High
102715,Ashley Heath,CIVIL,No,8.18,1,0,True,Low
102716,Johnny White,FT,Yes,8.78,5,1,False,Low
102717,Eric Moore,ECE,Yes,9.21,3,1,False,Low
102718,Rachel Mills,MECH,No,9.33,6,0,True,Low
102719,Daniel Garcia,FT,No,5.7,5,0,False,High
102720,James Miller,MECH,Yes,8.98,6,1,False,Low
102721,Elizabeth Turner,CIVIL,Yes,8.44,1,1,False,Low
102722,Brian Evans,CIVIL,Yes,7.02,1,1,False,Low
102723,Jamie Curtis,CIVIL,Yes,8.01,1,1,False,Low
102724,Daniel Torres,CSE,Yes,8.59,2,1,False,Low
102725,Cameron Franklin,CSE,Yes,6.39,2,1,False,Low
102726,David Schroeder,CIVIL,Yes,6.37,1,1,False,Low
102727,Jason Contreras,FT,No,6.15,5,0,False,Low
102728,Crystal Walls,EEE,No,5.46,4,0,False,High
102729,Adam Johnson,CIVIL,No,5.48,1,0,False,High
102730,Jennifer Brown,ECE,Yes,9.38,3,1,False,Low
102731,Michael Martin,ECE,Yes,8.78,3,1,False,Low
102732,Mary Wilkerson,FT,Yes,5.05,5,1,False,High
102733,Shane Moore,ECE,Yes,7.14,3,1,False,Low
102734,Paul Crawford,ECE,Yes,8.88,3,1,False,Low
102735,Jesse Mayer DDS,MECH,Yes,6.6,6,1,False,Low
102736,Steven Hall,CSE,No,9.79,2,0,True,Low
102737,Amanda Perkins,ECE,No,7.98,3,0,True,Low
102738,Barbara Edwards,AD,No,8.55,0,0,True,Low
102739,Ronald Martinez,EEE,Yes,6.43,4,1,False,Low
102740,Maria Fry,FT,No,8.28,5,0,True,Low
102741,Kyle Clark,MECH,No,5.73,6,0,False,High
102742,Richard Cook,CIVIL,Yes,7.27,1,1,False,Low
102743,Troy Hays,AD,No,7.51,0,0,True,Low
102744,Beth Lam,CIVIL,No,5.95,1,0,False,High
102745,Rebecca Hunt,ECE,No,7.98,3,0,True,Low
102746,Dillon Turner,AD,No,7.97,0,0,True,Low
102747,Elizabeth Jordan,ECE,No,6.79,3,0,False,Low
102748,Penny Johnson,CIVIL,No,9.44,1,0,True,Low
102749,Scott Cervantes,FT,Yes,7.79,5,1,False,Low
102750,Sarah Duran,FT,No,8.19,5,0,True,Low
102751,Lee Miller Jr.,FT,No,9.29,5,0,True,Low
102752,Charles Ingram,CIVIL,No,8.56,1,0,True,Low
102753,Hunter Johnson,CIVIL,Yes,9.01,1,1,False,Low
102754,Robert Sanchez,AD,No,5.21,0,0,False,High
102755,Willie Mcdonald,CSE,Yes,9.45,2,1,False,Low
102756,Jose Evans,FT,Yes,8.32,5,1,False,Low
102757,Tonya Green,CSE,Yes,5.71,2,1,False,High
102758,James Escobar,MECH,No,6.4,6,0,False,Low
102759,Cynthia Johnson MD,FT,Yes,9.55,5,1,False,Low
102760,Russell Ford,AD,No,8.93,0,0,True,Low
102761,Miss Rachel Patterson,MECH,Yes,8.7,6,1,False,Low
102762,James Pitts Jr.,CSE,No,9.33,2,0,True,Low
102763,Wendy Williams,CIVIL,No,8.91,1,0,True,Low
102764,Scott Ortiz,CSE,Yes,5.36,2,1,False,High
102765,Jeff Griffith,ECE,Yes,7.65,3,1,False,Low
102766,Erik Chen,FT,Yes,7.25,5,1,False,Low
102767,Daniel Ferrell,EEE,No,9.46,4,0,True,Low
102768,Gary Romero,FT,Yes,8.51,5,1,False,Low
102769,Kristin Parker,MECH,No,9.6,6,0,True,Low
102770,Courtney Ray DDS,CSE,No,9.05,2,0,True,Low
102771,Mark Morgan,CIVIL,No,8.04,1,0,True,Low
102772,Mr. Edward Williams,ECE,Yes,7.76,3,1,False,Low
102773,Nathan Robinson,EEE,Yes,7.8,4,1,False,Low
102774,Emily Ingram,CSE,Yes,8.01,2,1,False,Low
102775,Steven Swanson,CIVIL,No,7.47,1,0,False,Low
102776,Ashley Finley,AD,No,7.6,0,0,True,Low
102777,Amanda Calderon,AD,Yes,7.41,0,1,False,Low
102778,Gary Wilson,EEE,No,5.4,4,0,False,High
102779,Adam Castaneda,EEE,Yes,6.26,4,1,False,Low
102780,Erin Sutton,AD,No,9.22,0,0,True,Low
102781,Joseph Walker,ECE,No,9.1,3,0,True,Low
102782,Mary Monroe,CIVIL,No,8.34,1,0,True,Low
102783,Eric Stevenson,CSE,Yes,5.22,2,1,False,High
102784,Kimberly Ryan,ECE,No,6.01,3,0,False,Low
102785,Anne Cole,AD,Yes,8.69,0,1,False,Low
102786,Daniel Jackson,EEE,Yes,5.9,4,1,False,High
102787,Gary Bailey,CSE,Yes,8.5,2,1,False,Low
102788,Susan Young,CSE,No,6.64,2,0,False,Low
102789,Heidi Solis,MECH,Yes,6.53,6,1,False,Low
102790,Christopher Casey,AD,No,8.41,0,0,True,Low
102791,Shane Morales,EEE,Yes,5.6,4,1,False,High
102792,Alison Hines,CSE,No,9.82,2,0,True,Low
102793,Mary Ramirez,MECH,No,9.62,6,0,True,Low
102794,Jessica Gutierrez,CSE,No,8.74,2,0,True,Low
102795,Sandra Willis,ECE,No,5.25,3,0,False,High
102796,Gabriel Malone,CIVIL,No,6.85,1,0,False,Low
102797,Michelle Huynh,EEE,No,6.46,4,0,False,Low
102798,Michael Oconnell,CSE,No,6.92,2,0,False,Low
102799,Paul Taylor,AD,Yes,6.83,0,1,False,Low
102800,Misty Hutchinson,CIVIL,Yes,8.04,1,1,False,Low
102801,Patrick Vasquez,AD,Yes,7.85,0,1,False,Low
102802,Heather Hinton,EEE,Yes,6.48,4,1,False,Low
102803,Monique Ali,CIVIL,No,8.73,1,0,True,Low
102804,Joseph Hogan,EEE,No,6.42,4,0,False,Low
102805,Jessica Cook,ECE,Yes,7.12,3,1,False,Low
102806,Heidi Rodriguez,CSE,No,5.54,2,0,False,High
102807,Robert Livingston,CSE,Yes,5.71,2,1,False,High
102808,Thomas Williams,CIVIL,Yes,6.99,1,1,False,Low
102809,Melissa Ramirez,FT,No,5.01,5,0,False,High
102810,Jamie Russell,MECH,No,5.6,6,0,False,High
102811,Jennifer Brown,CSE,Yes,8.24,2,1,False,Low
102812,Beth Mccarthy,FT,No,9.87,5,0,True,Low
102813,Martin Wright,MECH,Yes,5.94,6,1,False,High
102814,Taylor Clark,EEE,No,9.34,4,0,True,Low
102815,Dr. Sarah Williams,CIVIL,Yes,6.37,1,1,False,Low
102816,Victoria Schmidt,FT,No,5.23,5,0,False,High
102817,Brianna Vasquez,FT,Yes,7.23,5,1,False,Low
102818,Ian Davis,FT,Yes,8.87,5,1,False,Low
102819,Kelli Summers,EEE,Yes,6.91,4,1,False,Low
102820,Eric Garrett,CSE,No,8.63,2,0,True,Low
102821,Anita Gutierrez,MECH,No,8.56,6,0,True,Low
102822,Crystal Case,MECH,Yes,8.64,6,1,False,Low
102823,Mary Crawford,FT,No,8.29,5,0,True,Low
102824,Richard Carter,ECE,Yes,7.31,3,1,False,Low
102825,Dr. Angela Li DDS,MECH,Yes,9.98,6,1,False,Low
102826,Ruth Taylor,EEE,Yes,6.02,4,1,False,Low
102827,Elizabeth Padilla,FT,No,9.68,5,0,True,Low
102828,Amy Smith,FT,No,7.56,5,0,True,Low
102829,Todd Villegas,CIVIL,Yes,9.19,1,1,False,Low
102830,Angela Lopez,CIVIL,Yes,5.58,1,1,False,High
102831,Douglas Ortiz,CIVIL,No,8.58,1,0,True,Low
102832,Dr. Gary Andrews,CSE,No,5.4,2,0,False,High
102833,Tina Garcia,ECE,Yes,5.98,3,1,False,High
102834,Kevin Henry,FT,Yes,5.48,5,1,False,High
102835,Kristopher White,ECE,No,5.75,3,0,False,High
102836,Thomas Baker,MECH,Yes,6.89,6,1,False,Low
102837,Michael Wells,AD,Yes,9.21,0,1,False,Low
102838,Brian Williams,EEE,Yes,7.76,4,1,False,Low
102839,Brooke Barnes,FT,No,9.0,5,0,True,Low
102840,Eduardo Collier,EEE,No,5.18,4,0,False,High
102841,Sarah Lara,AD,No,9.04,0,0,True,Low
102842,Michelle Kennedy,ECE,Yes,5.71,3,1,False,High
102843,Corey Williams,EEE,No,6.91,4,0,False,Low
102844,Roy Garner,MECH,No,8.13,6,0,True,Low
102845,Christina King,CIVIL,Yes,6.99,1,1,False,Low
102846,Lori Lambert,CSE,Yes,7.2,2,1,False,Low
102847,Maria Hill,AD,No,8.51,0,0,True,Low
102848,Katherine Newton,CIVIL,No,9.33,1,0,True,Low
102849,Steven Davis,CIVIL,Yes,8.86,1,1,False,Low
102850,Natasha Diaz,MECH,Yes,9.12,6,1,False,Low
102851,Angela Briggs,MECH,Yes,7.95,6,1,False,Low
102852,Charles Clark,ECE,Yes,5.4,3,1,False,High
102853,Audrey Rodriguez,CSE,No,6.37,2,0,False,Low
102854,Roy Brown,CSE,No,6.36,2,0,False,Low
102855,Larry Holmes,MECH,Yes,7.58,6,1,False,Low
102856,Christina Rodriguez,ECE,No,5.29,3,0,False,High
102857,Elizabeth Cherry,AD,Yes,7.37,0,1,False,Low
102858,James Heath,MECH,Yes,6.94,6,1,False,Low
102859,Ashley Dickson,AD,Yes,5.39,0,1,False,High
102860,Sean Mcneil,AD,Yes,9.88,0,1,False,Low
102861,Joshua Barnett,MECH,No,7.9,6,0,True,Low
102862,Nicholas Serrano,CIVIL,No,9.2,1,0,True,Low
102863,Brandon Richards,CIVIL,No,6.26,1,0,False,Low
102864,Gina Cole,CIVIL,No,9.6,1,0,True,Low
102865,Richard Greer,CSE,Yes,5.56,2,1,False,High
102866,Brian Carlson,ECE,Yes,6.06,3,1,False,Low
102867,Mr. Brian Scott,CSE,No,8.53,2,0,True,Low
102868,William Ford,FT,No,8.6,5,0,True,Low
102869,Stephanie Jones,CSE,No,5.63,2,0,False,High
102870,Christopher Stanley,AD,No,7.27,0,0,False,Low
102871,Charles Lopez,MECH,No,7.96,6,0,True,Low
102872,Monica Garcia,AD,Yes,7.55,0,1,False,Low
102873,Cheryl Lambert,CIVIL,Yes,9.45,1,1,False,Low
102874,David Morales,CSE,No,7.2,2,0,False,Low
102875,Mark Valencia,CIVIL,Yes,8.44,1,1,False,Low
102876,Ryan Johnson,MECH,Yes,5.55,6,1,False,High
